chr,source,id,start,end,.,strand,..,annotation,seqLen,geneName
chr6,refGene,transcript,21215346,21729805,.,+,.,gene_id Kcnd2; transcript_id NM_019697;  gene_name Kcnd2;,514459,Kcnd2
chr10,refGene,transcript,108497650,109010975,.,-,.,gene_id Syt1; transcript_id NM_009306;  gene_name Syt1;,513325,Syt1
chr15,refGene,transcript,33083129,33594552,.,+,.,gene_id Cpq; transcript_id NM_018755;  gene_name Cpq;,511423,Cpq
chrX,refGene,transcript,168795099,169304440,.,+,.,gene_id Arhgap6; transcript_id NM_009707;  gene_name Arhgap6;,509341,Arhgap6
chrX,refGene,transcript,69360331,69868037,.,+,.,gene_id Aff2; transcript_id NM_008032;  gene_name Aff2;,507706,Aff2
chr17,refGene,transcript,68273797,68780086,.,+,.,gene_id L3mbtl4; transcript_id NM_177278;  gene_name L3mbtl4;,506289,L3mbtl4
chr3,refGene,transcript,139205893,139710299,.,+,.,gene_id Stpg2; transcript_id NM_198659;  gene_name Stpg2;,504406,Stpg2
chr11,refGene,transcript,93098366,93601751,.,+,.,gene_id Car10; transcript_id NM_001361708;  gene_name Car10;,503385,Car10
chr7,refGene,transcript,134670687,135173647,.,+,.,gene_id Dock1; transcript_id NM_001033420;  gene_name Dock1;,502960,Dock1
chr13,refGene,transcript,88821472,89323225,.,+,.,gene_id Edil3; transcript_id NM_001037987;  gene_name Edil3;,501753,Edil3
chr3,refGene,transcript,158067186,158561761,.,-,.,gene_id Lrrc7; transcript_id NM_001291453;  gene_name Lrrc7;,494575,Lrrc7
chr10,refGene,transcript,69533708,70027436,.,+,.,gene_id Ank3; transcript_id NM_170730;  gene_name Ank3;,493728,Ank3
chr11,refGene,transcript,9191942,9684259,.,+,.,gene_id Abca13; transcript_id NM_178259;  gene_name Abca13;,492317,Abca13
chr5,refGene,transcript,71657921,72149572,.,+,.,gene_id Gabrb1; transcript_id NM_001370968;  gene_name Gabrb1;,491651,Gabrb1
chr1,refGene,transcript,161987302,162478034,.,-,.,gene_id Dnm3; transcript_id NM_172646;  gene_name Dnm3;,490732,Dnm3
chr17,refGene,transcript,86167785,86657919,.,+,.,gene_id Prkce; transcript_id NM_011104;  gene_name Prkce;,490134,Prkce
chr9,refGene,transcript,73479424,73969037,.,-,.,gene_id Unc13c; transcript_id NM_001081153;  gene_name Unc13c;,489613,Unc13c
chr2,refGene,transcript,37798990,38287384,.,-,.,gene_id Dennd1a; transcript_id NM_146122;  gene_name Dennd1a;,488394,Dennd1a
chr13,refGene,transcript,57421195,57908332,.,-,.,gene_id Spock1; transcript_id NM_001166465;  gene_name Spock1;,487137,Spock1
chr15,refGene,transcript,39198286,39684372,.,+,.,gene_id Rims2; transcript_id NM_001256383;  gene_name Rims2;,486086,Rims2
chr14,refGene,transcript,86655357,87141224,.,-,.,gene_id Diaph3; transcript_id NM_019670;  gene_name Diaph3;,485867,Diaph3
chr1,refGene,transcript,32172722,32658569,.,+,.,gene_id Khdrbs2; transcript_id NM_133235;  gene_name Khdrbs2;,485847,Khdrbs2
chr12,refGene,transcript,56712634,57197472,.,-,.,gene_id Slc25a21; transcript_id NM_172577;  gene_name Slc25a21;,484838,Slc25a21
chrY,refGene,transcript,64301781,64786299,.,-,.,gene_id Gm20823; transcript_id NM_001160143_5;  gene_name Gm20823;,484518,Gm20823
chrY,refGene,transcript,64301786,64786290,.,-,.,gene_id Gm20738; transcript_id NM_207162_5;  gene_name Gm20738;,484504,Gm20738
chr13,refGene,transcript,9876613,10360803,.,-,.,gene_id Chrm3; transcript_id NM_033269;  gene_name Chrm3;,484190,Chrm3
chr4,refGene,transcript,112804616,113286973,.,-,.,gene_id Skint6; transcript_id NM_001103199;  gene_name Skint6;,482357,Skint6
chr2,refGene,transcript,62702946,63184287,.,-,.,gene_id Kcnh7; transcript_id NM_133207;  gene_name Kcnh7;,481341,Kcnh7
chr8,refGene,transcript,10153911,10634742,.,+,.,gene_id Myo16; transcript_id NM_001319151;  gene_name Myo16;,480831,Myo16
chrX,refGene,transcript,92118879,92599572,.,-,.,gene_id Mageb18; transcript_id NM_173783;  gene_name Mageb18;,480693,Mageb18
chr10,refGene,transcript,12382188,12861735,.,-,.,gene_id Utrn; transcript_id NM_011682;  gene_name Utrn;,479547,Utrn
chr2,refGene,transcript,71414476,71893905,.,+,.,gene_id Mir5098; transcript_id NR_039557;  gene_name Mir5098;,479429,Mir5098
chr13,refGene,transcript,77135536,77613679,.,+,.,gene_id 2210408I21Rik; transcript_id NM_001145676;  gene_name 2210408I21Rik;,478143,2210408I21Rik
chr15,refGene,transcript,21111452,21589533,.,+,.,gene_id Cdh12; transcript_id NM_001008420;  gene_name Cdh12;,478081,Cdh12
chr10,refGene,transcript,123264076,123741204,.,+,.,gene_id Tafa2; transcript_id NR_045514;  gene_name Tafa2;,477128,Tafa2
chr18,refGene,transcript,89292423,89769540,.,-,.,gene_id Dok6; transcript_id NM_001039173;  gene_name Dok6;,477117,Dok6
chr2,refGene,transcript,145167775,145642165,.,+,.,gene_id Slc24a3; transcript_id NM_001356497;  gene_name Slc24a3;,474390,Slc24a3
chr11,refGene,transcript,85353164,85826058,.,+,.,gene_id Bcas3; transcript_id NM_001166643;  gene_name Bcas3;,472894,Bcas3
chr5,refGene,transcript,98329304,98802019,.,+,.,gene_id Cfap299; transcript_id NM_001024614;  gene_name Cfap299;,472715,Cfap299
chr15,refGene,transcript,72589620,73061204,.,-,.,gene_id Trappc9; transcript_id NM_180662;  gene_name Trappc9;,471584,Trappc9
chr5,refGene,transcript,130369458,130840645,.,+,.,gene_id Caln1; transcript_id NM_181045;  gene_name Caln1;,471187,Caln1
chr9,refGene,transcript,104566676,105034544,.,+,.,gene_id Cpne4; transcript_id NM_001357439;  gene_name Cpne4;,467868,Cpne4
chr7,refGene,transcript,59982495,60450177,.,-,.,gene_id Snrpn; transcript_id NM_001349690;  gene_name Snrpn;,467682,Snrpn
chr15,refGene,transcript,94629185,95096097,.,+,.,gene_id Tmem117; transcript_id NM_178789;  gene_name Tmem117;,466912,Tmem117
chr10,refGene,transcript,106470310,106933468,.,+,.,gene_id Ppfia2; transcript_id NM_001359672;  gene_name Ppfia2;,463158,Ppfia2
chr2,refGene,transcript,21367567,21830542,.,+,.,gene_id Gpr158; transcript_id NM_001004761;  gene_name Gpr158;,462975,Gpr158
chr6,refGene,transcript,36837382,37299976,.,-,.,gene_id Dgki; transcript_id NM_001347104;  gene_name Dgki;,462594,Dgki
chr6,refGene,transcript,135713221,136173545,.,-,.,gene_id Grin2b; transcript_id NM_008171;  gene_name Grin2b;,460324,Grin2b
chr5,refGene,transcript,21884454,22344705,.,-,.,gene_id Reln; transcript_id NM_011261;  gene_name Reln;,460251,Reln
chr17,refGene,transcript,8526801,8986648,.,+,.,gene_id Pde10a; transcript_id NM_001290707;  gene_name Pde10a;,459847,Pde10a
chr12,refGene,transcript,78226655,78684769,.,+,.,gene_id Gphn; transcript_id NM_145965;  gene_name Gphn;,458114,Gphn
chr13,refGene,transcript,42680799,43138512,.,+,.,gene_id Phactr1; transcript_id NM_001302635;  gene_name Phactr1;,457713,Phactr1
chr13,refGene,transcript,77708690,78166240,.,+,.,gene_id Fam172a; transcript_id NR_028109;  gene_name Fam172a;,457550,Fam172a
chr1,refGene,transcript,3214482,3671498,.,-,.,gene_id Xkr4; transcript_id NM_001011874;  gene_name Xkr4;,457016,Xkr4
chr2,refGene,transcript,179442431,179899375,.,+,.,gene_id Cdh4; transcript_id NM_009867;  gene_name Cdh4;,456944,Cdh4
chr17,refGene,transcript,63045952,63500580,.,-,.,gene_id Fbxl17; transcript_id NM_015794;  gene_name Fbxl17;,454628,Fbxl17
chr12,refGene,transcript,52699383,53151015,.,+,.,gene_id Akap6; transcript_id NM_198111;  gene_name Akap6;,451632,Akap6
chr15,refGene,transcript,32244813,32696341,.,+,.,gene_id Sema5a; transcript_id NM_009154;  gene_name Sema5a;,451528,Sema5a
chr1,refGene,transcript,185537336,185988795,.,+,.,gene_id Mir297c; transcript_id NR_030555;  gene_name Mir297c;,451459,Mir297c
chr1,refGene,transcript,38175991,38627244,.,-,.,gene_id Aff3; transcript_id NM_001290814;  gene_name Aff3;,451253,Aff3
chr14,refGene,transcript,30039941,30491156,.,-,.,gene_id Cacna1d; transcript_id NM_028981;  gene_name Cacna1d;,451215,Cacna1d
chr6,refGene,transcript,84618486,85069513,.,-,.,gene_id Exoc6b; transcript_id NM_177077;  gene_name Exoc6b;,451027,Exoc6b
chr18,refGene,transcript,78146144,78596950,.,-,.,gene_id Slc14a2; transcript_id NM_207651;  gene_name Slc14a2;,450806,Slc14a2
chr14,refGene,transcript,12372560,12823079,.,-,.,gene_id Cadps; transcript_id NM_001359919;  gene_name Cadps;,450519,Cadps
chr10,refGene,transcript,86048746,86498896,.,-,.,gene_id Syn3; transcript_id NM_013722;  gene_name Syn3;,450150,Syn3
chr15,refGene,transcript,40655042,41104592,.,+,.,gene_id Zfpm2; transcript_id NM_011766;  gene_name Zfpm2;,449550,Zfpm2
chr8,refGene,transcript,48225665,48674690,.,-,.,gene_id Tenm3; transcript_id NM_011857;  gene_name Tenm3;,449025,Tenm3
chr17,refGene,transcript,50733127,51179352,.,-,.,gene_id Tbc1d5; transcript_id NM_028162;  gene_name Tbc1d5;,446225,Tbc1d5
chr6,refGene,transcript,32144557,32588192,.,-,.,gene_id Plxna4; transcript_id NM_175750;  gene_name Plxna4;,443635,Plxna4
chr15,refGene,transcript,53461801,53902436,.,-,.,gene_id Samd12; transcript_id NM_177225;  gene_name Samd12;,440635,Samd12
chr1,refGene,transcript,89454811,89895282,.,+,.,gene_id Agap1; transcript_id NM_178119;  gene_name Agap1;,440471,Agap1
chr2,refGene,transcript,169632509,170072750,.,+,.,gene_id Tshz2; transcript_id NM_001363022;  gene_name Tshz2;,440241,Tshz2
chr5,refGene,transcript,15934691,16374511,.,+,.,gene_id Cacna2d1; transcript_id NM_001110846;  gene_name Cacna2d1;,439820,Cacna2d1
chr14,refGene,transcript,59647531,60086914,.,-,.,gene_id Atp8a2; transcript_id NM_015803;  gene_name Atp8a2;,439383,Atp8a2
chr18,refGene,transcript,28560164,28998176,.,+,.,gene_id 4930474G06Rik; transcript_id NR_045398;  gene_name 4930474G06Rik;,438012,4930474G06Rik
chr15,refGene,transcript,23036463,23474418,.,+,.,gene_id Cdh18; transcript_id NM_001081299;  gene_name Cdh18;,437955,Cdh18
chr6,refGene,transcript,12311608,12749253,.,-,.,gene_id Thsd7a; transcript_id NM_001164805;  gene_name Thsd7a;,437645,Thsd7a
chr17,refGene,transcript,10403012,10840191,.,-,.,gene_id Pacrg; transcript_id NM_027032;  gene_name Pacrg;,437179,Pacrg
chr1,refGene,transcript,15286925,15723750,.,+,.,gene_id Kcnb2; transcript_id NM_001098528;  gene_name Kcnb2;,436825,Kcnb2
chr11,refGene,transcript,108425266,108860615,.,+,.,gene_id Cep112; transcript_id NM_029606;  gene_name Cep112;,435349,Cep112
chr7,refGene,transcript,54835245,55268888,.,+,.,gene_id Luzp2; transcript_id NM_178705;  gene_name Luzp2;,433643,Luzp2
chrX,refGene,transcript,144688907,145122410,.,+,.,gene_id Rtl4; transcript_id NM_001033795;  gene_name Rtl4;,433503,Rtl4
chr1,refGene,transcript,175059076,175492545,.,-,.,gene_id Rgs7; transcript_id NM_001199003;  gene_name Rgs7;,433469,Rgs7
chr1,refGene,transcript,78791623,79224511,.,-,.,gene_id Gm29536; transcript_id NR_151519;  gene_name Gm29536;,432888,Gm29536
chr5,refGene,transcript,130874951,131307522,.,-,.,gene_id Galnt17; transcript_id NM_145218;  gene_name Galnt17;,432571,Galnt17
chr16,refGene,transcript,11322904,11755473,.,+,.,gene_id Snx29; transcript_id NM_028964;  gene_name Snx29;,432569,Snx29
chr9,refGene,transcript,101922128,102354693,.,-,.,gene_id Ephb1; transcript_id NM_173447;  gene_name Ephb1;,432565,Ephb1
chr3,refGene,transcript,120454334,120886732,.,-,.,gene_id 6530403H02Rik; transcript_id NR_130170;  gene_name 6530403H02Rik;,432398,6530403H02Rik
chr5,refGene,transcript,99297244,99729060,.,-,.,gene_id A930011G23Rik; transcript_id NR_030692;  gene_name A930011G23Rik;,431816,A930011G23Rik
chr1,refGene,transcript,150562502,150993435,.,-,.,gene_id Hmcn1; transcript_id NM_001024720;  gene_name Hmcn1;,430933,Hmcn1
chr3,refGene,transcript,64949212,65378225,.,+,.,gene_id Kcnab1; transcript_id NM_001357358;  gene_name Kcnab1;,429013,Kcnab1
chr16,refGene,transcript,9567901,9995813,.,-,.,gene_id Grin2a; transcript_id NM_008170;  gene_name Grin2a;,427912,Grin2a
chr15,refGene,transcript,37366175,37792428,.,-,.,gene_id Ncald; transcript_id NM_134094;  gene_name Ncald;,426253,Ncald
chr13,refGene,transcript,28460034,28885422,.,-,.,gene_id 2610307P16Rik; transcript_id NR_045053;  gene_name 2610307P16Rik;,425388,2610307P16Rik
chrX,refGene,transcript,99975606,100400760,.,+,.,gene_id Eda; transcript_id NM_001177941;  gene_name Eda;,425154,Eda
chr18,refGene,transcript,24708623,25133507,.,+,.,gene_id Fhod3; transcript_id NM_001289655;  gene_name Fhod3;,424884,Fhod3
chr18,refGene,transcript,65195453,65619615,.,-,.,gene_id Mir466p; transcript_id NR_105742;  gene_name Mir466p;,424162,Mir466p
chr9,refGene,transcript,42520412,42944371,.,-,.,gene_id Grik4; transcript_id NM_175481;  gene_name Grik4;,423959,Grik4
chr16,refGene,transcript,81200697,81624287,.,+,.,gene_id Ncam2; transcript_id NM_001113208;  gene_name Ncam2;,423590,Ncam2
chr11,refGene,transcript,52764706,53187347,.,+,.,gene_id Fstl4; transcript_id NM_177059;  gene_name Fstl4;,422641,Fstl4
chr11,refGene,transcript,118489760,118911597,.,-,.,gene_id Rbfox3; transcript_id NM_001285437;  gene_name Rbfox3;,421837,Rbfox3
chr2,refGene,transcript,5293457,5714762,.,-,.,gene_id Camk1d; transcript_id NM_177343;  gene_name Camk1d;,421305,Camk1d
chr19,refGene,transcript,28258851,28680077,.,-,.,gene_id Glis3; transcript_id NM_175459;  gene_name Glis3;,421226,Glis3
chr10,refGene,transcript,52690501,53111622,.,+,.,gene_id Slc35f1; transcript_id NM_178675;  gene_name Slc35f1;,421121,Slc35f1
chr13,refGene,transcript,36117643,36537595,.,+,.,gene_id Fars2; transcript_id NM_024274;  gene_name Fars2;,419952,Fars2
chr3,refGene,transcript,130180845,130599883,.,+,.,gene_id Col25a1; transcript_id NM_029838;  gene_name Col25a1;,419038,Col25a1
chr3,refGene,transcript,51687613,52105006,.,-,.,gene_id Maml3; transcript_id NM_001004176;  gene_name Maml3;,417393,Maml3
chr18,refGene,transcript,45268859,45685883,.,+,.,gene_id Kcnn2; transcript_id NM_001312905;  gene_name Kcnn2;,417024,Kcnn2
chr5,refGene,transcript,102481391,102897937,.,+,.,gene_id Arhgap24; transcript_id NM_146161;  gene_name Arhgap24;,416546,Arhgap24
chr7,refGene,transcript,123982828,124398989,.,+,.,gene_id Hs3st4; transcript_id NM_001252072;  gene_name Hs3st4;,416161,Hs3st4
chr13,refGene,transcript,45549756,45964991,.,-,.,gene_id Atxn1; transcript_id NM_001199305;  gene_name Atxn1;,415235,Atxn1
chr5,refGene,transcript,45009171,45424400,.,-,.,gene_id D5Ertd615e; transcript_id NR_131933;  gene_name D5Ertd615e;,415229,D5Ertd615e
chr5,refGene,transcript,57718081,58133235,.,+,.,gene_id Pcdh7; transcript_id NM_001310608;  gene_name Pcdh7;,415154,Pcdh7
chr18,refGene,transcript,42645221,43059471,.,-,.,gene_id Ppp2r2b; transcript_id NM_028392;  gene_name Ppp2r2b;,414250,Ppp2r2b
chr14,refGene,transcript,96105265,96519034,.,-,.,gene_id Klhl1; transcript_id NM_053105;  gene_name Klhl1;,413769,Klhl1
chr15,refGene,transcript,41447482,41861047,.,+,.,gene_id Oxr1; transcript_id NM_001130166;  gene_name Oxr1;,413565,Oxr1
chr6,refGene,transcript,53287303,53700363,.,+,.,gene_id Creb5; transcript_id NM_001327821;  gene_name Creb5;,413060,Creb5
chr9,refGene,transcript,22475715,22888280,.,+,.,gene_id Bbs9; transcript_id NM_178415;  gene_name Bbs9;,412565,Bbs9
chr5,refGene,transcript,96373955,96784728,.,+,.,gene_id Fras1; transcript_id NM_175473;  gene_name Fras1;,410773,Fras1
chr11,refGene,transcript,107933387,108343888,.,-,.,gene_id Prkca; transcript_id NM_011101;  gene_name Prkca;,410501,Prkca
chr5,refGene,transcript,110879803,111289779,.,+,.,gene_id Ttc28; transcript_id NM_001267622;  gene_name Ttc28;,409976,Ttc28
chr6,refGene,transcript,129972082,130380808,.,-,.,gene_id Klra22; transcript_id NM_053152;  gene_name Klra22;,408726,Klra22
chr4,refGene,transcript,84266807,84675403,.,-,.,gene_id Bnc2; transcript_id NM_172870;  gene_name Bnc2;,408596,Bnc2
chr6,refGene,transcript,129972093,130380662,.,-,.,gene_id Klra15; transcript_id NM_013793;  gene_name Klra15;,408569,Klra15
chr6,refGene,transcript,28480348,28888832,.,+,.,gene_id Snd1; transcript_id NM_019776;  gene_name Snd1;,408484,Snd1
chr11,refGene,transcript,46971079,47379325,.,-,.,gene_id Sgcd; transcript_id NM_011891;  gene_name Sgcd;,408246,Sgcd
chr3,refGene,transcript,28263214,28670585,.,+,.,gene_id Tnik; transcript_id NM_001163008;  gene_name Tnik;,407371,Tnik
chr1,refGene,transcript,146495629,146902471,.,+,.,gene_id Brinp3; transcript_id NM_001357571;  gene_name Brinp3;,406842,Brinp3
chr2,refGene,transcript,77410627,77816816,.,-,.,gene_id Zfp385b; transcript_id NM_178723;  gene_name Zfp385b;,406189,Zfp385b
chr8,refGene,transcript,62951232,63357096,.,+,.,gene_id Spock3; transcript_id NM_001252621;  gene_name Spock3;,405864,Spock3
chr14,refGene,transcript,122484365,122889944,.,+,.,gene_id Pcca; transcript_id NR_153443;  gene_name Pcca;,405579,Pcca
chr19,refGene,transcript,17432314,17837632,.,-,.,gene_id Pcsk5; transcript_id NM_001190483;  gene_name Pcsk5;,405318,Pcsk5
chr11,refGene,transcript,113244855,113650092,.,-,.,gene_id Slc39a11; transcript_id NM_001362942;  gene_name Slc39a11;,405237,Slc39a11
chr1,refGene,transcript,178529125,178932857,.,+,.,gene_id Kif26b; transcript_id NM_001161665;  gene_name Kif26b;,403732,Kif26b
chr10,refGene,transcript,114398820,114802302,.,-,.,gene_id Trhde; transcript_id NM_146241;  gene_name Trhde;,403482,Trhde
chr1,refGene,transcript,159523769,159924922,.,+,.,gene_id Tnr; transcript_id NM_022312;  gene_name Tnr;,401153,Tnr
chr1,refGene,transcript,33908225,34308662,.,+,.,gene_id Dst; transcript_id NM_001276764;  gene_name Dst;,400437,Dst
chr12,refGene,transcript,40446053,40846488,.,+,.,gene_id Dock4; transcript_id NM_172803;  gene_name Dock4;,400435,Dock4
chr7,refGene,transcript,64756096,65156528,.,-,.,gene_id Fam189a1; transcript_id NM_183087;  gene_name Fam189a1;,400432,Fam189a1
chr2,refGene,transcript,16356304,16755839,.,+,.,gene_id Plxdc2; transcript_id NM_026162;  gene_name Plxdc2;,399535,Plxdc2
chr10,refGene,transcript,10686059,11082331,.,-,.,gene_id Grm1; transcript_id NM_001114333;  gene_name Grm1;,396272,Grm1
chr14,refGene,transcript,21052574,21448569,.,+,.,gene_id Adk; transcript_id NM_134079;  gene_name Adk;,395995,Adk
chr1,refGene,transcript,10324719,10719945,.,-,.,gene_id Cpa6; transcript_id NM_001289497;  gene_name Cpa6;,395226,Cpa6
chr12,refGene,transcript,29528384,29923209,.,+,.,gene_id Myt1l; transcript_id NM_001093778;  gene_name Myt1l;,394825,Myt1l
chr16,refGene,transcript,87895897,88290258,.,-,.,gene_id Grik1; transcript_id NM_010348;  gene_name Grik1;,394361,Grik1
chr6,refGene,transcript,146108299,146502223,.,-,.,gene_id Itpr2; transcript_id NM_010586;  gene_name Itpr2;,393924,Itpr2
chr10,refGene,transcript,60302750,60696490,.,-,.,gene_id Cdh23; transcript_id NR_045556;  gene_name Cdh23;,393740,Cdh23
chr10,refGene,transcript,4611989,5005633,.,+,.,gene_id Esr1; transcript_id NM_001302532;  gene_name Esr1;,393644,Esr1
chr8,refGene,transcript,23669661,24063116,.,+,.,gene_id Zmat4; transcript_id NM_001277239;  gene_name Zmat4;,393455,Zmat4
chr10,refGene,transcript,33083483,33476709,.,+,.,gene_id Trdn; transcript_id NM_029726;  gene_name Trdn;,393226,Trdn
chr13,refGene,transcript,9276525,9668926,.,+,.,gene_id Dip2c; transcript_id NM_001081426;  gene_name Dip2c;,392401,Dip2c
chr8,refGene,transcript,99024471,99416471,.,-,.,gene_id Cdh8; transcript_id NM_001285914;  gene_name Cdh8;,392000,Cdh8
chr8,refGene,transcript,61511431,61902707,.,-,.,gene_id Palld; transcript_id NM_001293772;  gene_name Palld;,391276,Palld
chr2,refGene,transcript,70039126,70429195,.,+,.,gene_id Myo3b; transcript_id NM_177376;  gene_name Myo3b;,390069,Myo3b
chr11,refGene,transcript,44618100,45008096,.,+,.,gene_id Ebf1; transcript_id NM_001362571;  gene_name Ebf1;,389996,Ebf1
chr2,refGene,transcript,113327736,113716767,.,+,.,gene_id Fmn1; transcript_id NM_010230;  gene_name Fmn1;,389031,Fmn1
chr2,refGene,transcript,17342673,17731134,.,-,.,gene_id Nebl; transcript_id NM_028757;  gene_name Nebl;,388461,Nebl
chr9,refGene,transcript,55549879,55938119,.,-,.,gene_id Scaper; transcript_id NM_001081341;  gene_name Scaper;,388240,Scaper
chr1,refGene,transcript,53806874,54195034,.,-,.,gene_id Hecw2; transcript_id NM_001001883;  gene_name Hecw2;,388160,Hecw2
chr18,refGene,transcript,44425060,44812182,.,-,.,gene_id Mcc; transcript_id NM_001085373;  gene_name Mcc;,387122,Mcc
chr17,refGene,transcript,75005529,75392512,.,+,.,gene_id Ltbp1; transcript_id NM_019919;  gene_name Ltbp1;,386983,Ltbp1
chr10,refGene,transcript,105187664,105574479,.,-,.,gene_id Tmtc2; transcript_id NM_177368;  gene_name Tmtc2;,386815,Tmtc2
